tconst	parentTconst	seasonNumber	episodeNumber
tt16212022	tt0094460	2	185
tt16212060	tt0094460	3	1
tt16212070	tt0094460	3	2
tt16212074	tt0094460	3	3
tt16212076	tt0094460	3	4
tt16212082	tt0094460	3	5
tt16212084	tt0094460	3	6
tt16212086	tt0094460	3	7
tt16212090	tt0094460	3	9
tt16212092	tt0094460	3	8
tt16212098	tt0094460	3	10
tt16235180	tt0094460	3	11
tt16235182	tt0094460	3	13
tt16235184	tt0094460	3	12
tt16235186	tt0094460	3	14
tt16235188	tt0094460	3	15
tt16235192	tt0094460	3	16
tt16235194	tt0094460	3	17
tt16235196	tt0094460	3	18
tt16235198	tt0094460	3	19
tt16235202	tt0094460	3	20
tt16235204	tt0094460	3	21
tt16235208	tt0094460	3	22
tt16235210	tt0094460	3	24
tt16235212	tt0094460	3	23
tt16235214	tt0094460	3	25
tt16235220	tt0094460	3	26
tt16235222	tt0094460	3	27
tt16235224	tt0094460	3	28
tt16235226	tt0094460	3	29
tt16235228	tt0094460	3	30
tt16235234	tt0094460	3	31
tt16235236	tt0094460	3	32
tt16235238	tt0094460	3	33
tt16235240	tt0094460	3	34
tt16235244	tt0094460	3	35
tt16235246	tt0094460	3	36
tt16235248	tt0094460	3	37
tt16235250	tt0094460	3	38
tt16235252	tt0094460	3	39
tt16235254	tt0094460	3	40
tt16235288	tt0094460	3	41
tt16235290	tt0094460	3	42
tt16235296	tt0094460	3	43
tt16235298	tt0094460	3	44
tt16235300	tt0094460	3	45
tt16235308	tt0094460	3	46
tt16235310	tt0094460	3	47
tt16235314	tt0094460	3	48
tt16235316	tt0094460	3	49
tt16235318	tt0094460	3	50
tt16235320	tt0094460	3	51
tt16235322	tt0094460	3	52
tt16235324	tt0094460	3	53
tt16235326	tt0094460	3	54
tt16235328	tt0094460	3	55
tt16235378	tt0094460	3	56
tt16235380	tt0094460	3	57
tt16235382	tt0094460	3	58
tt16235386	tt0094460	3	59
tt16235388	tt0094460	3	60
tt16235390	tt0094460	3	61
tt16235392	tt0094460	3	63
tt16235394	tt0094460	3	62
tt16235398	tt0094460	3	64
tt16235402	tt0094460	3	65
tt16235404	tt0094460	3	66
tt16235406	tt0094460	3	67
tt16235412	tt0094460	3	69
tt16235414	tt0094460	3	68
tt16235416	tt0094460	3	70
tt16235420	tt0094460	3	71
tt16235422	tt0094460	3	73
tt16235424	tt0094460	3	72
tt16235426	tt0094460	3	74
tt16235430	tt0094460	3	75
tt16235432	tt0094460	3	76
tt16235434	tt0094460	3	77
tt16235436	tt0094460	3	78
tt16235438	tt0094460	3	79
tt16235442	tt0094460	3	80
tt16235444	tt0094460	3	81
tt16235454	tt0094460	3	82
tt16235456	tt0094460	3	83
tt16235458	tt0094460	3	84
tt16235460	tt0094460	3	85
tt16235464	tt0094460	3	87
tt16235466	tt0094460	3	86
tt16235468	tt0094460	3	88
tt16235470	tt0094460	3	90
tt16235472	tt0094460	3	89
tt16235474	tt0094460	3	92
tt16235478	tt0094460	3	91
tt16235480	tt0094460	3	93
tt16235482	tt0094460	3	94
tt16235484	tt0094460	3	95
tt16235486	tt0094460	3	96
tt16235488	tt0094460	3	98
tt16235492	tt0094460	3	97
tt16235494	tt0094460	3	99
tt16235496	tt0094460	3	100
tt16235504	tt0094460	3	101
tt16235506	tt0094460	3	102
tt16235508	tt0094460	3	104
tt16235510	tt0094460	3	103
tt16235512	tt0094460	3	105
tt16235518	tt0094460	3	106
tt16235520	tt0094460	3	107
tt16235522	tt0094460	3	108
tt16235524	tt0094460	3	109
tt16235526	tt0094460	3	110
tt16235528	tt0094460	3	111
tt16235530	tt0094460	3	112
tt16235532	tt0094460	3	113
tt16235534	tt0094460	3	114
tt16235536	tt0094460	3	115
tt16235538	tt0094460	3	116
tt16235540	tt0094460	3	118
tt16235542	tt0094460	3	117
tt16235544	tt0094460	3	119
tt16235546	tt0094460	3	120
tt16235548	tt0094460	3	121
tt16235550	tt0094460	3	122
tt16235552	tt0094460	3	123
tt16235554	tt0094460	3	124
tt16235556	tt0094460	3	125
tt16235558	tt0094460	3	126
tt16235560	tt0094460	3	128
tt16235562	tt0094460	3	127
tt16235564	tt0094460	3	129
tt16235566	tt0094460	3	130
tt16235568	tt0094460	3	131
tt16235570	tt0094460	3	132
tt16235572	tt0094460	3	133
tt16235574	tt0094460	3	134
tt16235576	tt0094460	3	135
tt16235578	tt0094460	3	136
tt16235580	tt0094460	3	137
tt16235582	tt0094460	3	138
tt16235584	tt0094460	3	139
tt16235586	tt0094460	3	140
tt16235588	tt0094460	3	141
tt16235590	tt0094460	3	142
tt16235592	tt0094460	3	144
tt16235594	tt0094460	3	143
tt16235596	tt0094460	3	145
tt16235598	tt0094460	3	146
tt16235602	tt0094460	3	147
tt16235604	tt0094460	3	148
tt16235606	tt0094460	3	149
tt16235608	tt0094460	3	150
tt16235610	tt0094460	3	151
tt16235612	tt0094460	3	152
tt16235614	tt0094460	3	153
tt16235616	tt0094460	3	154
tt16235618	tt0094460	3	155
tt16235620	tt0094460	3	156
tt16235622	tt0094460	3	157
tt16235624	tt0094460	3	158
tt16235626	tt0094460	3	159
tt16235628	tt0094460	3	160
tt16235630	tt0094460	3	161
tt16235632	tt0094460	3	162
tt16235636	tt0094460	3	163
tt16235638	tt0094460	3	164
tt16235640	tt0094460	3	165
tt16235642	tt0094460	3	166
tt16235644	tt0094460	3	167
tt16235646	tt0094460	3	168
tt16235648	tt0094460	3	169
tt16235650	tt0094460	3	170
tt16235652	tt0094460	3	171
tt16235654	tt0094460	3	172
tt16235656	tt0094460	3	173
tt16235658	tt0094460	3	174
tt16235660	tt0094460	3	175
tt16235662	tt0094460	3	176
tt16235666	tt0094460	3	177
tt16235668	tt0094460	3	179
tt16235670	tt0094460	3	178
tt16235672	tt0094460	3	180
tt16235674	tt0094460	3	181
tt16235676	tt0094460	3	182
tt16235678	tt0094460	3	183
tt16235680	tt0094460	3	184
tt16235684	tt0094460	3	185
tt16235696	tt0094460	4	1
tt16235698	tt0094460	4	2
tt16235700	tt0094460	4	3
tt16235702	tt0094460	4	4
tt16235704	tt0094460	4	5
tt16235706	tt0094460	4	6
tt16235708	tt0094460	4	7
tt16235710	tt0094460	4	8
tt16235712	tt0094460	4	9
tt16235714	tt0094460	4	10
tt16235716	tt0094460	4	11
tt16235718	tt0094460	4	12
tt16235720	tt0094460	4	13
tt16235722	tt0094460	4	14
tt16235724	tt0094460	4	15
tt16235728	tt0094460	4	16
tt16235730	tt0094460	4	17
tt16235732	tt0094460	4	18
tt16235734	tt0094460	4	19
tt16235736	tt0094460	4	20
tt16235738	tt0094460	4	21
tt16235740	tt0094460	4	22
tt16235742	tt0094460	4	23
tt16235744	tt0094460	4	24
tt16235746	tt0094460	4	25
tt16235748	tt0094460	4	26
tt16235750	tt0094460	4	27
tt16235754	tt0094460	4	28
tt16235756	tt0094460	4	29
tt16235758	tt0094460	4	30
tt16235760	tt0094460	4	31
tt16235764	tt0094460	4	33
tt16235766	tt0094460	4	32
tt16235768	tt0094460	4	34
tt16235770	tt0094460	4	35
tt16235772	tt0094460	4	36
tt16235774	tt0094460	4	37
tt16235776	tt0094460	4	38
tt16235778	tt0094460	4	39
tt16235780	tt0094460	4	40
tt16235782	tt0094460	4	41
tt16235784	tt0094460	4	43
tt16235786	tt0094460	4	42
tt16235788	tt0094460	4	44
tt16235792	tt0094460	4	45
tt16235794	tt0094460	4	46
tt16235796	tt0094460	4	47
tt16235798	tt0094460	4	48
tt16235802	tt0094460	4	49
tt16235804	tt0094460	4	50
tt16235806	tt0094460	4	51
tt16235808	tt0094460	4	52
tt16235810	tt0094460	4	53
tt16235814	tt0094460	4	54
tt16235816	tt0094460	4	55
tt16235818	tt0094460	4	56
tt16235820	tt0094460	4	57
tt16235822	tt0094460	4	58
tt16235824	tt0094460	4	59
tt16235826	tt0094460	4	60
tt16235828	tt0094460	4	61
tt16235830	tt0094460	4	62
tt16235832	tt0094460	4	63
tt16235834	tt0094460	4	64
tt16235836	tt0094460	4	65
tt16235840	tt0094460	4	66
tt16235842	tt0094460	4	67
tt16235844	tt0094460	4	68
tt16235846	tt0094460	4	69
tt16235848	tt0094460	4	70
tt16235850	tt0094460	4	71
tt16235852	tt0094460	4	72
tt16235854	tt0094460	4	73
tt16235856	tt0094460	4	75
tt16235858	tt0094460	4	74
tt16235860	tt0094460	4	76
tt16235862	tt0094460	4	77
tt16235864	tt0094460	4	78
tt16235866	tt0094460	4	79
tt16235870	tt0094460	4	80
tt16235872	tt0094460	4	81
tt16235874	tt0094460	4	82
tt16235882	tt0094460	4	83
tt16235884	tt0094460	4	84
tt16235888	tt0094460	4	85
tt16239548	tt0094460	4	86
tt16239552	tt0094460	4	87
tt16239554	tt0094460	4	88
tt16239556	tt0094460	4	89
tt16239558	tt0094460	4	90
tt16239560	tt0094460	4	91
tt16239562	tt0094460	4	92
tt16239564	tt0094460	4	93
tt16239566	tt0094460	4	94
tt16239570	tt0094460	4	96
tt16239572	tt0094460	4	95
tt16239574	tt0094460	4	97
tt16239576	tt0094460	4	98
tt16239578	tt0094460	4	99
tt16239580	tt0094460	4	100
tt16239582	tt0094460	4	101
tt16239584	tt0094460	4	102
tt16239588	tt0094460	4	103
tt16239590	tt0094460	4	104
tt16239592	tt0094460	4	105
tt16239594	tt0094460	4	106
tt16239596	tt0094460	4	107
tt16239598	tt0094460	4	108
tt16239600	tt0094460	4	109
tt16239602	tt0094460	4	110
tt16239604	tt0094460	4	111
tt16239606	tt0094460	4	112
tt16239608	tt0094460	4	113
tt16239610	tt0094460	4	114
tt16239612	tt0094460	4	115
tt16239616	tt0094460	4	116
tt16239618	tt0094460	4	117
tt16239622	tt0094460	4	118
tt16239624	tt0094460	4	119
tt16239626	tt0094460	4	120
tt16239630	tt0094460	4	121
tt16239632	tt0094460	4	122
tt16239634	tt0094460	4	123
tt16239636	tt0094460	4	124
tt16239638	tt0094460	4	125
tt16239642	tt0094460	4	126
tt16239644	tt0094460	4	127
tt16239646	tt0094460	4	128
tt16239648	tt0094460	4	129
tt16239650	tt0094460	4	130
tt16239652	tt0094460	4	131
tt16239654	tt0094460	4	133
tt16239656	tt0094460	4	132
tt16239658	tt0094460	4	134
tt16239662	tt0094460	4	135
tt16239664	tt0094460	4	136
tt16239666	tt0094460	4	137
tt16239668	tt0094460	4	138
tt16239670	tt0094460	4	139
tt16239672	tt0094460	4	140
tt16239676	tt0094460	4	141
tt16239678	tt0094460	4	142
tt16239680	tt0094460	4	143
tt16239682	tt0094460	4	144
tt16239684	tt0094460	4	145
tt16239686	tt0094460	4	146
tt16239688	tt0094460	4	147
tt16239690	tt0094460	4	148
tt16239696	tt0094460	4	149
tt16239698	tt0094460	4	150
tt16239700	tt0094460	4	151
tt16239702	tt0094460	4	152
tt16239704	tt0094460	4	153
tt16239706	tt0094460	4	154
tt16239712	tt0094460	4	155
tt16239714	tt0094460	4	156
tt16239716	tt0094460	4	157
tt16239718	tt0094460	4	158
tt16239726	tt0094460	4	159
tt16239728	tt0094460	4	160
tt16239730	tt0094460	4	161
tt16239732	tt0094460	4	162
tt16239734	tt0094460	4	163
tt16239736	tt0094460	4	164
tt16239738	tt0094460	4	165
tt16239740	tt0094460	4	166
tt16239742	tt0094460	4	167
tt16239744	tt0094460	4	168
tt16239748	tt0094460	4	169
tt16239750	tt0094460	4	170
tt16239754	tt0094460	4	172
tt16239756	tt0094460	4	171
tt16239758	tt0094460	4	173
tt16239762	tt0094460	4	174
tt16239766	tt0094460	4	175
tt16239768	tt0094460	4	176
tt16239770	tt0094460	4	177
tt16239772	tt0094460	4	178
tt16239774	tt0094460	4	179
tt16239776	tt0094460	4	180
tt16239778	tt0094460	4	182
tt16239782	tt0094460	4	181
tt16239784	tt0094460	4	183
tt16239786	tt0094460	4	184
tt16239788	tt0094460	4	185
tt16240918	tt0407423	28	78
tt1633857	tt0075583	\N	\N
tt1635616	tt0075583	\N	\N
tt1660424	tt1587957	1	9
tt1662045	tt0870039	1	3
tt1669385	tt0870039	1	2
tt1669386	tt0870039	1	6
tt1669387	tt0870039	1	7
tt1673182	tt1569539	1	10
tt1678987	tt0075583	5	14
tt1683137	tt0983411	\N	\N
tt1691392	tt1355620	1	8
tt1724305	tt0466606	1	8
tt1742721	tt0094460	\N	\N
tt1743178	tt0407423	49	6
tt1772674	tt0075583	\N	\N
tt1777297	tt1763752	1	19
tt1781692	tt1773217	1	3
tt1787347	tt1750557	1	7
tt1788541	tt0195445	\N	\N
tt1794610	tt0407423	51	11
tt1794611	tt0407423	51	6
tt1794612	tt0407423	51	19
tt1794613	tt0407423	51	48
tt1794614	tt0407423	51	20
tt1794615	tt0407423	51	14
tt1794616	tt0407423	51	45
tt1794617	tt0407423	51	34
tt1794618	tt0407423	51	33
tt1802377	tt1389707	1	1
tt1806372	tt1569539	3	10
tt1815442	tt0407423	51	44
tt1815443	tt0407423	51	63
tt1815444	tt0407423	51	87
tt1815445	tt0407423	51	68
tt1815446	tt0407423	51	88
tt1815447	tt0407423	51	74
tt1815448	tt0407423	51	100
tt1815449	tt0407423	51	80
tt1815450	tt0407423	51	108
tt1816184	tt1578652	2	1
tt1816185	tt1578652	2	8
tt1816186	tt1578652	2	5
tt1816187	tt1578652	2	4
tt1816188	tt1578652	2	3
tt1816189	tt1578652	2	6
tt1816190	tt1578652	2	7
tt1816191	tt1578652	2	2
tt1816824	tt1578652	2	9
tt1817400	tt1578652	2	17
tt1817401	tt1578652	2	14
tt1817402	tt1578652	2	18
tt1817403	tt1578652	2	12
tt1817404	tt1578652	2	20
tt1817405	tt1578652	2	15
tt1817406	tt1578652	2	10
tt1817407	tt1578652	2	16
tt1817408	tt1578652	2	11
tt1817409	tt1578652	2	19
tt1817410	tt1578652	2	13
tt1819300	tt0407423	52	18
tt1822558	tt1578652	2	21
tt1822559	tt1578652	2	22
tt1822560	tt1578652	2	25
tt1822561	tt1578652	2	23
tt1822562	tt1578652	2	24
tt1827110	tt1239443	4	2
tt1835822	tt1830401	1	1
tt1847121	tt0866639	2	2
tt1847122	tt0866639	2	3
tt1847123	tt0866639	2	1
tt1847124	tt0866639	1	2
tt1847125	tt0866639	1	1
tt1849431	tt1750557	1	12
tt1879880	tt0075583	1	1
tt1896413	tt0075583	\N	\N
tt1900453	tt0299374	\N	\N
tt1902414	tt0870039	1	17
tt1925293	tt0075583	1	2
tt1926100	tt0075583	4	9
tt1926837	tt0075583	1	4
tt1931142	tt0075583	\N	\N
tt1932258	tt0075583	1	3
tt1941076	tt0075583	\N	\N
tt1943235	tt0094460	\N	\N
tt1943236	tt0094460	\N	\N
tt1943237	tt0094460	\N	\N
tt1968944	tt1869138	1	37
tt1978080	tt1520553	\N	\N
tt1978081	tt1520553	4	16
tt1983429	tt1978852	1	4
tt1988997	tt1952113	1	8
tt1989002	tt1952113	1	6
tt1989042	tt1978852	1	5
tt1989043	tt1978852	1	6
tt1990409	tt1355620	1	10
tt1990410	tt1355620	1	11
tt1990411	tt1355620	1	12
tt1990412	tt1355620	1	13
tt1990413	tt1355620	1	14
tt1990414	tt1355620	1	15
tt1990415	tt1355620	1	16
tt1990416	tt1355620	1	17
tt1990417	tt1355620	1	18
tt1990419	tt1355620	1	9
tt1998725	tt0474499	\N	\N
tt2001530	tt1978852	1	7
tt2010385	tt1092502	\N	\N
tt2012906	tt1978852	1	8
tt2012907	tt1978852	1	9
tt2031383	tt1978852	1	10
tt2037524	tt2024922	2	39
tt2047551	tt1869138	1	90
tt2048298	tt1978852	1	12
tt2048299	tt1978852	1	13
tt2063258	tt1978852	1	14
tt2063259	tt1978852	1	15
tt2064107	tt2062002	\N	\N
tt2065171	tt2062002	\N	\N
tt2088264	tt1978852	1	19
tt2088265	tt1978852	1	16
tt2088266	tt1978852	1	17
tt2088267	tt1978852	1	18
tt2098481	tt0407423	52	30
tt2098482	tt0407423	52	19
tt2099439	tt0407423	52	31
tt2099440	tt0407423	52	38
tt2099442	tt0407423	52	10
tt2100856	tt0870039	1	20
tt2100857	tt0870039	1	21
tt2104174	tt1796776	1	41
tt2104820	tt0877512	4	8
tt2110856	tt1867880	3	1
tt2114542	tt2111619	1	1
tt2115158	tt0407423	52	49
tt2116670	tt0407423	52	41
tt2117608	tt0407423	52	65
tt2117610	tt0407423	52	61
tt2120509	tt2108249	1	1
tt2121938	tt1978852	1	23
tt2121939	tt1978852	1	24
tt2121940	tt1978852	1	20
tt2121941	tt1978852	1	21
tt2121942	tt1978852	1	22
tt2122660	tt2038827	1	13
tt2123533	tt0950199	11	16
tt2124268	tt1990508	1	10
tt2124271	tt1990508	1	13
tt2124273	tt1990508	1	15
tt2124276	tt1990508	1	18
tt2124280	tt1990508	1	21
tt2129632	tt0075583	5	37
tt2135070	tt1578652	3	2
tt2135071	tt1578652	3	4
tt2135072	tt1578652	3	5
tt2135073	tt1578652	3	1
tt2135074	tt1578652	3	3
tt2144775	tt1278165	2	10
tt2144777	tt1278165	2	11
tt2144781	tt1278165	2	5
tt2144783	tt1278165	2	6
tt2144785	tt1278165	2	7
tt2144787	tt1278165	2	8
tt2144789	tt1278165	2	9
tt2146841	tt0384767	3	12
tt2148129	tt1578652	3	9
tt2148131	tt1578652	3	7
tt2148133	tt1578652	3	10
tt2148135	tt1578652	3	8
tt2148137	tt1578652	3	6
tt2155041	tt0384767	\N	\N
tt2162099	tt1578652	3	11
tt2162101	tt1578652	3	12
tt2162103	tt1578652	3	13
tt2162105	tt1578652	3	14
tt2162107	tt1578652	3	15
tt2163915	tt1978852	1	29
tt2163921	tt1978852	1	26
tt2163923	tt1978852	1	28
tt2164957	tt0384767	3	18
tt2167395	tt0407423	52	71
tt2167397	tt0407423	52	99
tt2167399	tt0407423	52	85
tt2167401	tt0407423	52	103
tt2167403	tt0407423	52	89
tt2167405	tt0407423	52	81
tt2171621	tt0407423	53	23
tt2176711	tt0271099	3	2
tt2178015	tt1990508	1	23
tt2178021	tt1990508	1	26
tt2178023	tt1990508	1	27
tt2183201	tt1578652	3	17
tt2183203	tt1578652	3	16
tt2183205	tt1578652	3	18
tt2183207	tt1578652	3	20
tt2183209	tt1578652	3	19
tt2192311	tt1578652	3	21
tt2192313	tt1578652	3	22
tt2193629	tt1578652	3	25
tt2193631	tt1578652	3	24
tt2193633	tt1578652	3	23
tt2195706	tt2323135	1	3
tt2212257	tt2208533	1	1
tt2220063	tt2192495	1	3
tt2222199	tt2208533	1	3
tt2224414	tt1092502	\N	\N
tt2234254	tt2163354	1	6
tt2247371	tt0388595	9	13
tt2251440	tt1092502	\N	\N
tt2256535	tt0407423	53	29
tt2256539	tt0407423	53	20
tt2282261	tt2272365	1	2
tt2301451	tt0903747	5	14
tt2312427	tt0101188	6	34
tt2325394	tt2165920	1	4
tt2328081	tt0946589	1	1
tt2332212	tt2165920	1	6
tt2332232	tt2165920	1	9
tt2332255	tt2108249	1	2
tt2332257	tt2108249	1	3
tt2332267	tt2108249	1	8
tt2332269	tt2108249	1	9
tt2332271	tt2108249	1	10
tt2340755	tt2168799	1	8
tt2342064	tt2385649	1	2
tt2342710	tt2081225	1	6
tt2342734	tt2081225	1	5
tt2352187	tt0983411	\N	\N
tt2356335	tt1092502	\N	\N
tt2377160	tt1583428	3	8
tt2382830	tt2385649	1	5
tt2390230	tt0199257	60	33
tt2392901	tt2081225	1	2
tt2395298	tt2344145	1	3
tt2400286	tt0075583	\N	\N
tt2400296	tt0075583	4	25
tt2498454	tt2401973	1	1
tt2562402	tt0320037	10	296
tt2576356	tt2523944	1	2
tt2577592	tt2344145	1	4
tt2600564	tt1578652	4	1
tt2600566	tt1578652	4	2
tt2600570	tt1578652	4	3
tt2600578	tt1578652	4	4
tt2600584	tt1578652	4	5
tt2600586	tt1578652	4	6
tt2600588	tt1578652	4	7
tt2600592	tt1578652	4	8
tt2600594	tt1578652	4	9
tt2600596	tt1578652	4	10
tt2623930	tt1869138	2	154
tt2627868	tt0075583	4	15
tt2627892	tt0075583	4	16
tt2634334	tt2505368	1	3
tt2638600	tt1578652	4	12
tt2638602	tt1578652	4	11
tt2638608	tt1578652	4	13
tt2638610	tt1578652	4	15
tt2638614	tt1578652	4	14
tt2638618	tt1578652	4	16
tt2638622	tt1578652	4	17
tt2638624	tt1578652	4	18
tt2639698	tt1872641	6	2
tt2642460	tt1578652	4	19
tt2642462	tt1578652	4	20
tt2645746	tt0101188	\N	\N
tt2668492	tt1578652	4	21
tt2668496	tt1578652	4	22
tt2668498	tt1578652	4	24
tt2668500	tt1578652	4	23
tt2668502	tt1578652	4	25
tt2679158	tt2579770	1	1
tt2704864	tt2392137	3	1
tt2726864	tt2479942	1	8
tt2736640	tt2270182	1	4
tt2738692	tt0396347	10	11
tt2783812	tt2479942	2	2
tt2791782	tt1985299	1	166
tt2792766	tt2733562	1	1
tt2812808	tt2231118	2	5
tt2823280	tt0075583	\N	\N
tt2853628	tt2832640	1	1
tt2884278	tt2310240	2	3
tt2900598	tt2881292	1	1
tt2924558	tt0375446	1	970
tt2951956	tt0360314	2	1
tt2951958	tt0360314	2	2
tt2951966	tt0360314	2	4
tt2951970	tt0360314	2	5
tt2951976	tt0360314	2	7
tt2951986	tt0360314	2	9
tt2952010	tt0360314	2	12
tt2952012	tt0360314	2	13
tt2952022	tt0360314	2	14
tt2952024	tt0360314	2	15
tt2952028	tt0360314	2	16
tt2952030	tt0360314	2	17
tt2952032	tt0360314	2	18
tt2952036	tt0360314	2	19
tt2952040	tt0360314	2	20
tt2952794	tt0360314	2	31
tt2952800	tt0360314	2	32
tt2952806	tt0360314	2	33
tt2952826	tt0360314	2	40
tt2952838	tt0360314	2	50
tt2952840	tt0360314	2	44
tt2952842	tt0360314	2	55
tt2990344	tt2255053	2	1
tt3004314	tt0465340	\N	\N
tt3080776	tt3057772	2	1
tt3092570	tt3057772	1	2
tt3092572	tt3057772	1	5
tt3092578	tt3057772	1	3
tt3092580	tt3057772	1	6
tt3092582	tt3057772	1	1
tt3092604	tt3057772	1	8
tt3092608	tt3057772	1	4
tt3092612	tt3057772	1	9
tt3092628	tt3057772	1	7
tt3095210	tt3057772	2	2
tt3096146	tt2187576	1	5
tt3096964	tt2832640	1	5
tt3107992	tt3057772	2	3
tt3121624	tt3057772	2	4
tt3138792	tt3057772	2	5
tt3150022	tt3057772	2	6
tt3169884	tt3057772	2	7
tt3175096	tt0407423	10	71
tt3177512	tt1869138	2	34
tt3194958	tt3057772	2	8
tt3199322	tt3166910	1	1
tt3203342	tt0407423	19	35
tt3203678	tt0407423	22	38
tt3210826	tt0407423	42	5
tt3220070	tt0407423	50	34
tt3220080	tt0407423	50	84
tt3220110	tt0407423	22	45
tt3221380	tt0407423	25	26
tt3221492	tt0407423	41	19
tt3227282	tt3057772	2	9
tt3232574	tt3057772	2	10
tt3243394	tt3057772	2	11
tt3247806	tt0407423	21	7
tt3247812	tt0407423	20	59
tt3250580	tt0407423	53	97
tt3251268	tt3057772	2	12
tt3256866	tt0407423	\N	\N
tt3256874	tt0407423	15	73
tt3256880	tt0407423	40	15
tt3256886	tt0407423	20	54
tt3256888	tt0407423	\N	\N
tt3256892	tt0407423	\N	\N
tt3256894	tt0407423	20	75
tt3256898	tt0407423	\N	\N
tt3256900	tt0407423	20	85
tt3256902	tt0407423	\N	\N
tt3256906	tt0407423	21	15
tt3256910	tt0407423	21	78
tt3256914	tt0407423	19	80
tt3256916	tt0407423	21	91
tt3258616	tt0407423	\N	\N
tt3258618	tt0407423	\N	\N
tt3258622	tt0407423	\N	\N
tt3258628	tt0407423	\N	\N
tt3258638	tt0407423	\N	\N
tt3258642	tt0407423	\N	\N
tt3258670	tt0407423	\N	\N
tt3258686	tt0407423	\N	\N
tt3258716	tt0407423	\N	\N
tt3258866	tt0407423	\N	\N
tt3258872	tt0407423	\N	\N
tt3258880	tt0407423	\N	\N
tt3258912	tt0407423	\N	\N
tt3265104	tt0407423	29	10
tt3266414	tt0407423	45	91
tt3266440	tt0407423	25	67
tt3266680	tt0983411	1	5
tt3276064	tt3057772	2	13
tt3279472	tt0407423	6	21
tt3281774	tt0407423	14	16
tt3281782	tt0407423	14	96
tt3281784	tt0407423	47	42
tt3281786	tt0407423	50	6
tt3281788	tt0407423	53	98
tt3284584	tt3057772	2	14
tt3286730	tt0407423	15	1
tt3286736	tt0407423	15	2
tt3290954	tt0407423	23	1
tt3291700	tt0407423	28	101
tt3292804	tt0407423	39	27
tt3295308	tt0407423	24	1
tt3295324	tt0407423	26	1
tt3295334	tt0407423	28	1
tt3295390	tt0407423	11	1
tt3295400	tt0407423	12	13
tt3295412	tt0407423	13	1
tt3295430	tt0407423	14	33
tt3297732	tt0407423	11	7
tt3300204	tt0407423	26	102
tt3300210	tt0407423	27	24
tt3300220	tt0407423	36	23
tt3300236	tt0407423	41	6
tt3300266	tt0407423	47	71
tt3300636	tt0407423	53	59
tt3300660	tt0407423	39	23
tt3300664	tt0407423	45	10
tt3300672	tt0407423	46	25
tt3300680	tt0407423	48	17
tt3300708	tt0407423	54	32
tt3300770	tt0407423	42	2
tt3300786	tt0407423	46	42
tt3300792	tt0407423	54	18
tt3301308	tt3057772	2	15
tt3302224	tt0407423	11	35
tt3302240	tt0407423	12	55
tt3302256	tt0407423	6	28
tt3302286	tt0407423	17	23
tt3302302	tt0407423	5	12
tt3302338	tt0407423	5	30
tt3302346	tt0407423	12	45
tt3302356	tt0407423	5	42
tt3302370	tt0407423	5	66
tt3302382	tt0407423	6	49
tt3302400	tt0407423	6	70
tt3302424	tt0407423	6	63
tt3302446	tt0407423	6	98
tt3302504	tt0407423	13	105
tt3302532	tt0407423	13	24
tt3302564	tt0407423	13	32
tt3302586	tt0407423	13	40
tt3302628	tt0407423	13	48
tt3302652	tt0407423	13	73
tt3302704	tt0407423	6	77
tt3302708	tt0407423	6	91
tt3302722	tt0407423	13	97
tt3302738	tt0407423	13	88
tt3302750	tt0407423	7	42
tt3302762	tt0407423	7	49
tt3302768	tt0407423	14	31
tt3302774	tt0407423	7	91
tt3302808	tt0407423	7	70
tt3302824	tt0407423	19	1
tt3302916	tt0407423	8	49
tt3302928	tt0407423	14	56
tt3302950	tt0407423	14	72
tt3316922	tt0407423	\N	\N
tt3319246	tt0407423	\N	\N
tt3323372	tt0407423	15	58
tt3323378	tt0407423	15	65
tt3323380	tt0407423	15	72
tt3324880	tt0407423	11	8
tt3324882	tt0407423	11	22
tt3324884	tt0407423	11	29
tt3324892	tt0407423	11	56
tt3324894	tt0407423	11	92
tt3324896	tt0407423	11	99
tt3330884	tt0407423	17	12
tt3330892	tt0407423	29	79
tt3330900	tt0407423	\N	\N
tt3330924	tt0407423	44	42
tt3330936	tt0407423	52	80
tt3332364	tt3057772	2	16
tt3344578	tt0407423	39	97
tt3348220	tt3057772	2	17
tt3354914	tt0407423	28	12
tt3354916	tt0407423	\N	\N
tt3354918	tt0407423	\N	\N
tt3358364	tt3057772	2	18
tt3358366	tt3057772	2	19
tt3358436	tt7076436	1	3
tt3376066	tt0407423	46	35
tt3380052	tt0407423	\N	\N
tt3380764	tt0407423	\N	\N
tt3380782	tt0407423	\N	\N
tt3380792	tt0407423	\N	\N
tt3380864	tt0407423	\N	\N
tt3380868	tt0407423	\N	\N
tt3380874	tt0407423	\N	\N
tt3380884	tt0407423	\N	\N
tt3380888	tt0407423	\N	\N
tt3380896	tt0407423	36	37
tt3380908	tt0407423	\N	\N
tt3385570	tt0407423	26	23
tt3390648	tt0407423	45	1
tt3392816	tt0407423	52	37
tt3395022	tt0407423	45	50
tt3395036	tt0407423	51	98
tt3398176	tt3057772	2	20
tt3411672	tt0407423	\N	\N
tt3411744	tt0407423	39	89
tt3418358	tt0407423	16	60
tt3418862	tt3135516	2	5
tt3420150	tt3146368	1	12
tt3421242	tt0407423	40	11
